"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"CHEBI:15756"	"C16H32O2"	"CCCCCCCCCCCCCCCC(O)=O"	"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)"	"Hexadecanoic acid_2101_1TMS:2"	""	""	""	""	"767.179"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"4882.1"	"NA"	"64091"	"NA"	"NA"	"177700"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"318619"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"7168683"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"412913"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"unknown"	""	""	""	"Unknown 77"	""	""	""	""	"771.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1286164"	"1316669"	"1905556"	"2297127"	"2338607"	"2290357"	"2595176"	"1925076"	"2824957"	"2623857"	"2172184"	"3260075"	"2996138"	"2032572"	"2682310"	"2979241"	"2946630"	"3109933"	"2817782"	"3438201"	"3178237"	"2271573"	"3252641"	"2128375"	"3474729"	"2786329"	"2237214"	"2596414"	"3679733"	"3394766"	"2772091"	"1709631"	"2141067"	"2666829"	"2262215"	"2577292"	"3444234"	"2645666"	"4435347"	"1935155"	"2447970"	"3472301"	"2801009"	"2511149"	"2788969"	"2648012"	"2019673"	"3699672"	"3795891"	"2628084"	"3597598"	"3209054"	"3002824"	"2899406"	"3321942"	"5070638"	"2611332"	"2711797"	"2924512"	"2295866"	"2737675"	"2356597"	"2608712"	"3889091"	"2517613"	"1732716"	"2426530"	"2438334"	"2912193"	"2513794"	"2341742"	"4324786"	"2974454"	"3114751"	"3303741"	"2929693"	"2422175"	"2758906"	"3307255"	"2920394"	"2595528"	"2579405"
"unknown"	""	""	""	"Unknown 78"	""	""	""	""	"775.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1084924"	"1535290"	"1974826"	"899187"	"1567382"	"1449053"	"1676431"	"478406"	"1232941"	"960224"	"1527231"	"1794588"	"1441895"	"1034903"	"1644201"	"1438805"	"1139977"	"1325971"	"1483624"	"1227462"	"1185547"	"837535"	"1505835"	"1656090"	"685358"	"1650608"	"1311663"	"1500405"	"857924"	"1335049"	"724431"	"741134"	"1118923"	"1224339"	"1311765"	"1251422"	"1139075"	"1949315"	"1865706"	"1567813"	"1285303"	"1473988"	"1600880"	"1305949"	"1307651"	"1313092"	"779328"	"853827"	"1282407"	"1412965"	"831684"	"1531197"	"867716"	"1363758"	"1216605"	"1865128"	"764005"	"1349094"	"1113000"	"1078954"	"1047348"	"1554742"	"1198518"	"1383395"	"1336104"	"1313358"	"830103"	"1207632"	"1478649"	"1299857"	"1112426"	"1674392"	"1464707"	"755921"	"1807866"	"1326688"	"1113129"	"923075"	"1363669"	"1800224"	"1537099"	"1511875"
"CHEBI:16708"	"C5H5N5"	"Nc1ncnc2[nH]cnc12"	"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)"	"9H-Purin-6-amine, N,9-bis(trimethylsilyl)-"	""	""	""	""	"776.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"709287"	"948850"	"1193474"	"1526741"	"935713"	"863405"	"1267066"	"545218"	"654209"	"830521"	"1496090"	"1294935"	"1441126"	"683082"	"1400674"	"987146"	"845035"	"1099976"	"1329121"	"886130"	"892466"	"1206203"	"1540344"	"1318281"	"909438"	"980102"	"1442218"	"1228174"	"684642"	"1535599"	"587718"	"597072"	"811840"	"1438443"	"1421066"	"1518387"	"1006812"	"1932073"	"1059018"	"1616075"	"1058796"	"1074729"	"1250127"	"1116919"	"1562968"	"1049528"	"847971"	"855102"	"1006275"	"1493325"	"714169"	"1321529"	"979638"	"1347833"	"1048011"	"2045196"	"739942"	"1189876"	"1009915"	"968191"	"1377634"	"1555275"	"1057082"	"1171700"	"1173017"	"1287468"	"715180"	"1111628"	"1354801"	"1150635"	"921544"	"1220925"	"1292453"	"765045"	"1891315"	"1572430"	"820657"	"848108"	"1163920"	"1772329"	"1478239"	"1430149"
"unknown"	""	""	""	"Unknown 79"	""	""	""	""	"777.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"NA"	"NA"	"NA"	"25230"	"35998"	"NA"	"NA"	"63993"	"50710"	"25552"	"42907"	"31221"	"34557"	"NA"	"NA"	"30349"	"NA"	"51146"	"NA"	"36369"	"40318"	"NA"	"NA"	"NA"	"32890"	"NA"	"NA"	"NA"	"57702"	"NA"	"59884"	"NA"	"NA"	"69596"	"NA"	"61843"	"45935"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"68637"	"NA"	"72399"	"25189"	"56634"	"NA"	"69802"	"50211"	"65428"	"110305"	"NA"	"NA"	"73458"	"NA"	"NA"	"24083"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"22441"	"NA"	"64195"	"NA"	"NA"	"69562"	"136958"	"68507"	"NA"	"65732"	"69114"	"118789"	"72697"	"NA"
"unknown"	""	""	""	"Unknown 80"	""	""	""	""	"781.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1736036"	"1308734"	"1489585"	"1830112"	"1450703"	"1553811"	"2518857"	"2291314"	"1300277"	"1769441"	"1581707"	"1749293"	"840261"	"1881309"	"1817550"	"1767119"	"1051892"	"1579389"	"3182588"	"1463418"	"1393043"	"1177382"	"928557"	"1917572"	"2591097"	"1394663"	"2097055"	"2100894"	"3570488"	"1911669"	"2015304"	"2001284"	"995138"	"2448486"	"1504045"	"1996893"	"3104311"	"1298002"	"1609226"	"874187"	"2208194"	"1642544"	"1496660"	"1610563"	"1906311"	"1723529"	"1779290"	"2299307"	"1563567"	"1237662"	"2477435"	"1472097"	"1749349"	"3132922"	"3208501"	"2232304"	"1926166"	"1849392"	"2192593"	"1285437"	"1850412"	"1208707"	"722737"	"1625201"	"1311011"	"1049326"	"2657611"	"2130080"	"881756"	"2033194"	"1447406"	"1781030"	"2013702"	"1338170"	"2380863"	"2185163"	"2080777"	"2437630"	"3025826"	"2164327"	"2192960"	"2075656"
"CHEBI:132293"	"C21H44"	"CCCCCCCCCCCCCCCCCCC(C)C"	"InChI=1S/C21H44/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)3/h21H,4-20H2,1-3H3"	"Eicosane, 2-methyl-"	""	""	""	""	"797.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"7532916"	"8226216"	"8704120"	"8732454"	"8396015"	"8691074"	"8636361"	"8309964"	"8988458"	"9034635"	"8759309"	"9391712"	"8429871"	"9191532"	"8702267"	"9989628"	"9809445"	"9166965"	"9598740"	"9502933"	"9626581"	"10209765"	"9676224"	"9200485"	"9134507"	"9629719"	"9836102"	"9090033"	"9551632"	"9359711"	"9484455"	"9033618"	"10002556"	"9264964"	"9219731"	"9055927"	"9443300"	"9539046"	"9296203"	"8950310"	"9392430"	"8366575"	"8654296"	"8462752"	"8883978"	"8599874"	"9217116"	"9126170"	"8429006"	"9064426"	"8982951"	"8614220"	"8605514"	"8842080"	"10249862"	"8440386"	"9152836"	"8578756"	"9531787"	"8991593"	"9079376"	"8482917"	"9253371"	"9114735"	"9112093"	"8411379"	"9139807"	"9036059"	"8581039"	"8985014"	"9140169"	"8687864"	"8217126"	"9626881"	"9399069"	"9139674"	"8756479"	"9187767"	"8942716"	"8743520"	"9069849"	"8958148"
"unknown"	""	""	""	"Unknown 81"	""	""	""	""	"800.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"NA"	"242201"	"77519"	"86076"	"98829"	"177604"	"67368"	"212741"	"226125"	"109017"	"251191"	"228924"	"NA"	"165862"	"122696"	"127106"	"205892"	"376699"	"NA"	"265644"	"164116"	"158553"	"158742"	"152347"	"153364"	"185581"	"335850"	"327435"	"232228"	"175861"	"199510"	"209013"	"280525"	"142616"	"242568"	"227288"	"290226"	"NA"	"NA"	"213281"	"145808"	"119155"	"196728"	"129300"	"170104"	"147656"	"104913"	"217422"	"NA"	"136799"	"128292"	"158489"	"NA"	"NA"	"NA"	"96067"	"126407"	"169424"	"112741"	"157148"	"233839"	"186587"	"131440"	"128394"	"118633"	"111606"	"210700"	"161922"	"123890"	"90652"	"131228"	"281989"	"NA"	"NA"	"127106"	"96186"	"110307"	"292566"	"193640"	"NA"	"NA"
"unknown"	""	""	""	"Unknown 82"	""	""	""	""	"801.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"160699"	"206720"	"72632"	"240617"	"261651"	"285844"	"143077"	"212964"	"180876"	"431968"	"133764"	"368599"	"644791"	"314123"	"238784"	"167773"	"NA"	"389348"	"790561"	"228798"	"302494"	"NA"	"576970"	"389960"	"324470"	"259159"	"NA"	"NA"	"145068"	"429511"	"397913"	"465882"	"213829"	"NA"	"233029"	"455679"	"344387"	"933772"	"315185"	"NA"	"421291"	"229455"	"257213"	"267806"	"NA"	"251804"	"274382"	"NA"	"187931"	"NA"	"NA"	"311332"	"NA"	"676764"	"351902"	"271548"	"278179"	"290850"	"224504"	"139318"	"253497"	"689097"	"195435"	"337525"	"43942"	"192557"	"208704"	"232331"	"214024"	"300960"	"NA"	"166288"	"NA"	"189082"	"NA"	"316080"	"175523"	"299796"	"697451"	"NA"	"NA"	"365267"
"unknown"	""	""	""	"Unknown 83"	""	""	""	""	"802.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1321414"	"1461719"	"1679278"	"1330783"	"3043978"	"1660234"	"1703635"	"1099311"	"1683348"	"1237349"	"1845309"	"1899149"	"1497301"	"942696"	"1692261"	"1934812"	"1538286"	"1495174"	"1899340"	"1397609"	"1328830"	"2045762"	"1692552"	"1525966"	"1670378"	"1672672"	"1773080"	"1851547"	"1933162"	"1610248"	"1205358"	"931578"	"2121306"	"2008869"	"1612648"	"1649314"	"1589781"	"1903013"	"1425721"	"1822409"	"1508798"	"1420771"	"1457736"	"1371682"	"1315451"	"1313039"	"1133569"	"1498851"	"1374366"	"1835510"	"995781"	"1556987"	"1008355"	"1422561"	"1863178"	"1702937"	"812894"	"1207213"	"1596536"	"1479034"	"1665621"	"1871709"	"1394946"	"1534164"	"1646020"	"1222711"	"1363367"	"1167897"	"1197145"	"1362439"	"1359590"	"1678864"	"1642536"	"1027988"	"1854148"	"1333934"	"1070268"	"1870688"	"1734179"	"1669889"	"1483472"	"1388601"
"unknown"	""	""	""	"Unknown 84"	""	""	""	""	"805.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"67783"	"87933"	"91565"	"89924"	"118555"	"116665"	"91643"	"86899"	"91759"	"84699"	"80146"	"92822"	"103503"	"82598"	"100218"	"100532"	"92081"	"103678"	"96987"	"103480"	"109013"	"96386"	"84544"	"114261"	"102519"	"105900"	"91732"	"96264"	"95207"	"109242"	"91445"	"106032"	"93158"	"97725"	"124517"	"114954"	"99653"	"105218"	"106467"	"93950"	"111790"	"120423"	"117030"	"94580"	"96406"	"119738"	"105216"	"94763"	"107378"	"97809"	"97941"	"111116"	"112505"	"111165"	"97623"	"106407"	"114059"	"101316"	"99773"	"144333"	"105264"	"101698"	"86687"	"100147"	"102027"	"91181"	"113838"	"123119"	"148850"	"116042"	"106964"	"103117"	"98482"	"133508"	"103797"	"112726"	"105035"	"99038"	"112906"	"109396"	"146615"	"119362"
"unknown"	""	""	""	"Unknown 85"	""	""	""	""	"811.879"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"322829"	"244804"	"370868"	"246544"	"271223"	"402445"	"343029"	"251243"	"309549"	"184001"	"273091"	"366599"	"220506"	"347452"	"440219"	"462387"	"305716"	"447783"	"655668"	"285474"	"264704"	"335298"	"390416"	"330076"	"449277"	"572099"	"321442"	"522563"	"493976"	"439233"	"380915"	"343887"	"570228"	"626584"	"470745"	"467361"	"528024"	"491848"	"544737"	"422649"	"449337"	"433398"	"476222"	"460670"	"533468"	"500972"	"349723"	"425907"	"602946"	"460431"	"353037"	"461355"	"394399"	"645928"	"667851"	"574403"	"433568"	"474396"	"538102"	"490210"	"490087"	"471121"	"441726"	"485740"	"568224"	"415813"	"599903"	"349935"	"479596"	"607244"	"NA"	"615925"	"627931"	"595671"	"692254"	"570808"	"615940"	"672661"	"699857"	"628349"	"537585"	"699759"
"unknown"	""	""	""	"Unknown 86"	""	""	""	""	"818.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"98145"	"126972"	"166201"	"155635"	"147589"	"168427"	"150327"	"97668"	"236219"	"128827"	"170821"	"180581"	"164803"	"136935"	"159379"	"154537"	"158607"	"181767"	"196496"	"293867"	"248624"	"196549"	"158811"	"195894"	"132609"	"202661"	"175919"	"190705"	"79157"	"181448"	"140509"	"140928"	"202005"	"172344"	"152423"	"192938"	"131073"	"225283"	"278241"	"233046"	"200680"	"138555"	"166889"	"152169"	"179475"	"177290"	"162652"	"103755"	"197725"	"201099"	"129077"	"185892"	"69093"	"168029"	"137449"	"201110"	"105832"	"190053"	"254882"	"191847"	"266582"	"169496"	"158986"	"197280"	"195329"	"152806"	"143507"	"216298"	"180582"	"180441"	"202094"	"215407"	"168418"	"141375"	"279651"	"190081"	"153465"	"118062"	"175945"	"194979"	"174610"	"195131"
"CHEBI:28842"	"C18H36O2"	"C(CCCCCCCCCC)CCCCCCC(=O)O"	"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)"	"Octadecanoic acid_2292_1TMS"	""	""	""	""	"819.529"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2850164"	"3179911"	"3725332"	"3448007"	"3280494"	"3683101"	"3329896"	"2978137"	"4013658"	"3416350"	"3105284"	"3786807"	"3290454"	"3498739"	"4034801"	"3598282"	"4076709"	"3987016"	"3847717"	"4540630"	"4452442"	"4197789"	"3599095"	"4235097"	"3783702"	"3961779"	"3923538"	"4451546"	"4277173"	"4223020"	"3826505"	"3419169"	"3827229"	"4330361"	"3923375"	"4347258"	"4187864"	"4484477"	"4456547"	"3873061"	"4553603"	"3591423"	"3969025"	"3291626"	"3650757"	"3528577"	"3552872"	"3547099"	"3906289"	"3952032"	"3751945"	"4188583"	"3486772"	"4202835"	"4162348"	"4318791"	"4169323"	"3820199"	"4288479"	"4169812"	"4438263"	"3904292"	"3407171"	"4124179"	"3382015"	"3579295"	"3932272"	"4533368"	"4012919"	"3551097"	"3954834"	"4523060"	"4287616"	"4065161"	"4805197"	"4360164"	"4085098"	"3865428"	"3960866"	"4126890"	"4442559"	"3889492"
"unknown"	""	""	""	"Unknown 87"	""	""	""	""	"819.779"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"57114"	"NA"	"91494"	"67359"	"113583"	"NA"	"67126"	"NA"	"NA"	"NA"	"NA"	"NA"	"88040"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"140285"	"NA"	"NA"	"111867"	"NA"	"209490"	"NA"	"NA"	"NA"	"NA"	"120185"	"NA"	"NA"	"NA"	"NA"	"179319"	"136732"	"NA"	"150510"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"70424"	"123872"	"NA"	"151410"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"149940"	"NA"	"NA"	"NA"	"NA"	"NA"	"144833"	"NA"	"NA"	"NA"
"CHEBI:16196"	"C18H34O2"	"CCCCCCCCC=C/CCCCCCCC(O)=O"	"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-"	"Oleic acid_2310_1TMS"	""	""	""	""	"822.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"896515"	"1296247"	"1457531"	"1399428"	"1197313"	"1514194"	"1105851"	"1291416"	"1608089"	"1644361"	"1412578"	"1605483"	"1126686"	"1833215"	"1569668"	"1416608"	"1588913"	"1747183"	"2714303"	"1815708"	"1428064"	"1575488"	"1395891"	"1689213"	"2083808"	"1598268"	"1937667"	"2714362"	"2859360"	"2180069"	"1862579"	"2068894"	"1969147"	"3035343"	"2574803"	"2492296"	"2546911"	"2209200"	"1921547"	"1522650"	"1943724"	"1755234"	"1995148"	"2044163"	"1972725"	"2076010"	"2236298"	"2269768"	"2067268"	"1605490"	"1668352"	"2012806"	"2060984"	"3035586"	"3545329"	"2925473"	"2432800"	"2516875"	"2008952"	"1721893"	"1633681"	"1584976"	"1466671"	"2101045"	"1676037"	"1479456"	"2387949"	"1895401"	"1675609"	"1841922"	"1431060"	"1712296"	"2508440"	"2612965"	"2733688"	"2403364"	"2255573"	"2905175"	"3444527"	"3020254"	"2492326"	"2422187"
"CHEBI:17964"	"C6H11NO2"	"OC(=O)C1CCCCN1"	"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)"	"2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:2"	""	""	""	""	"822.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"683163"	"1120641"	"1365760"	"1302661"	"1313119"	"1556844"	"1374051"	"1071124"	"1646735"	"1837002"	"1584226"	"1843031"	"1554529"	"1459296"	"1722847"	"1386562"	"1631697"	"1798745"	"2700002"	"2152655"	"1754495"	"1798979"	"1639410"	"1892076"	"1813942"	"1735463"	"2110491"	"2684793"	"1843140"	"1912013"	"1583880"	"1772274"	"1767042"	"2262452"	"1973671"	"2088897"	"1828018"	"2487128"	"1947073"	"2076606"	"1809189"	"1433793"	"1589297"	"1613545"	"1610515"	"1610909"	"1420468"	"1366612"	"1625777"	"1614736"	"1231997"	"1646662"	"1393216"	"2384435"	"2014159"	"2470466"	"1500353"	"1769673"	"1919068"	"1449812"	"1785679"	"1499465"	"1211771"	"1664598"	"1619905"	"1382655"	"1760559"	"1667568"	"1398362"	"1668030"	"1425873"	"1828193"	"2430622"	"1435578"	"2920528"	"1892099"	"1549764"	"1676199"	"2470677"	"2512155"	"2146509"	"1883113"
"unknown"	""	""	""	"Unknown 88"	""	""	""	""	"824.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"77727"	"71077"	"85938"	"63634"	"139601"	"80059"	"NA"	"63839"	"114578"	"139844"	"108634"	"88584"	"65784"	"147722"	"41942"	"133087"	"140119"	"265002"	"93276"	"91848"	"98384"	"90541"	"87300"	"101116"	"73938"	"111002"	"212254"	"104038"	"103769"	"115803"	"126875"	"132941"	"155473"	"102939"	"130270"	"87850"	"184889"	"118234"	"98362"	"108521"	"75490"	"103371"	"98804"	"98752"	"101828"	"72452"	"71811"	"65883"	"83256"	"64129"	"95833"	"62661"	"188242"	"114804"	"157357"	"88544"	"117333"	"78913"	"94142"	"67499"	"134693"	"54560"	"102815"	"135344"	"80119"	"117788"	"148014"	"86443"	"81562"	"46665"	"137637"	"226800"	"83208"	"141209"	"125949"	"82824"	"79853"	"182729"	"176302"	"156530"	"123521"
"CHEBI:17964"	"C6H11NO2"	"OC(=O)C1CCCCN1"	"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)"	"2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:3"	""	""	""	""	"829.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"216976"	"257111"	"331645"	"317431"	"316235"	"370898"	"219319"	"256626"	"415383"	"411223"	"245815"	"312045"	"261017"	"340753"	"293911"	"248223"	"335044"	"424373"	"447276"	"323964"	"308112"	"276956"	"372198"	"347391"	"302192"	"291405"	"372968"	"436964"	"276716"	"297534"	"236472"	"259667"	"268151"	"352205"	"298130"	"321161"	"290952"	"382092"	"331618"	"309472"	"276482"	"207976"	"244182"	"227927"	"264740"	"245656"	"208801"	"210443"	"269360"	"226650"	"203324"	"265699"	"231344"	"386720"	"287025"	"403609"	"203702"	"268692"	"308571"	"227789"	"261748"	"212346"	"182670"	"249278"	"230364"	"175527"	"256224"	"235053"	"166652"	"260367"	"216732"	"247525"	"395071"	"173772"	"472798"	"252385"	"228446"	"200320"	"346597"	"368861"	"301282"	"274723"
"unknown"	""	""	""	"Unknown 89"	""	""	""	""	"830.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"25127"	"54732"	"75219"	"62435"	"67269"	"77165"	"NA"	"60969"	"69871"	"97012"	"NA"	"93918"	"NA"	"80197"	"NA"	"63755"	"39304"	"101467"	"132193"	"47972"	"49394"	"51778"	"33467"	"72816"	"88748"	"49982"	"143379"	"84152"	"82043"	"58164"	"61559"	"88361"	"56363"	"115535"	"97704"	"67087"	"94492"	"44011"	"85385"	"44710"	"72168"	"58008"	"67928"	"62681"	"70963"	"70247"	"61211"	"66156"	"94547"	"29262"	"70927"	"91962"	"75744"	"124542"	"86641"	"127477"	"72801"	"75461"	"68851"	"52830"	"51065"	"30291"	"35733"	"72315"	"34695"	"NA"	"79702"	"33514"	"NA"	"75808"	"40238"	"50895"	"119993"	"53780"	"121838"	"56299"	"85189"	"61801"	"104663"	"118898"	"104736"	"92439"
"unknown"	""	""	""	"Unknown 90"	""	""	""	""	"831.479"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"702457"	"1067839"	"803834"	"704698"	"1021497"	"1143635"	"759869"	"617896"	"1804561"	"600999"	"905557"	"1026781"	"861528"	"1133194"	"1066113"	"1180115"	"726264"	"832071"	"1057040"	"1227947"	"1391372"	"896747"	"796767"	"1224907"	"1197107"	"1506069"	"1014880"	"1101280"	"892463"	"1005831"	"675947"	"584570"	"1007899"	"1339501"	"1042333"	"953816"	"1464298"	"946965"	"1920905"	"1609523"	"839745"	"985022"	"1105495"	"740196"	"1046057"	"760816"	"687273"	"971643"	"1272738"	"908530"	"531823"	"963629"	"722017"	"1253668"	"1107894"	"1037020"	"885547"	"841325"	"959283"	"1074336"	"921083"	"971821"	"817272"	"803279"	"963251"	"529385"	"1310867"	"583194"	"674513"	"877828"	"887147"	"773116"	"974953"	"371465"	"1037628"	"982886"	"1003179"	"709362"	"1132971"	"965139"	"740690"	"827737"
"CHEBI:17802"	"C9H12N2O6"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)c1c[nH]c(=O)[nH]c1=O"	"InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1"	"Pseudouridine_2404_4TMS"	""	""	""	""	"838.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"156380"	"171905"	"173759"	"198641"	"193662"	"199706"	"199203"	"123647"	"324234"	"117357"	"232650"	"256218"	"276606"	"132807"	"209033"	"226063"	"233689"	"238933"	"220038"	"382968"	"473884"	"242948"	"187766"	"271167"	"189580"	"370032"	"252093"	"229406"	"190065"	"224311"	"155727"	"126935"	"311532"	"170643"	"195921"	"244374"	"232367"	"315257"	"341017"	"350211"	"260826"	"198011"	"227299"	"241118"	"253910"	"234624"	"171708"	"118322"	"306184"	"261069"	"159637"	"259463"	"129012"	"263600"	"231496"	"312337"	"110142"	"235238"	"302527"	"276976"	"299154"	"200015"	"211758"	"237793"	"308975"	"272389"	"192604"	"270914"	"292309"	"260940"	"294493"	"310317"	"243803"	"128969"	"360867"	"267324"	"184852"	"202143"	"252532"	"268900"	"253947"	"274087"
