"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1-Blatt_K-1_1-B,1_01_8080"	"pos-Exp1-Blatt_K-2_1-B,2_01_8082"	"pos-Exp1-Blatt_K-3_1-B,3_01_8084"	"pos-Exp1-Blatt_K-4_1-B,4_01_8086"	"pos-Exp1-Blatt_K-5_1-B,5_01_8088"	"pos-Exp2-Blatt_K-1_1-D,1_01_8091"	"pos-Exp2-Blatt_K-2_1-D,2_01_8093"	"pos-Exp2-Blatt_K-3_1-D,3_01_8095"	"pos-Exp1-Blatt_P-1_1-C,1_01_8081"	"pos-Exp1-Blatt_P-2_1-C,2_01_8083"	"pos-Exp1-Blatt_P-3_1-C,3_01_8085"	"pos-Exp1-Blatt_P-4_1-C,4_01_8087"	"pos-Exp1-Blatt_P-5_1-C,5_01_8089"	"pos-Exp2-Blatt_P-1_1-E,1_01_8092"	"pos-Exp2-Blatt_P-2_1-E,2_01_8094"	"pos-Exp2-Blatt_P-3_1-E,3_01_8096"	"pos-Exp2-Blatt_P-4_1-E,4_01_8099"	"pos-Exp2-Blatt_P-5_1-E,5_01_8100"
""	""	""	""	""	"537.3390"	""	""	""	" 711.766091"	""	""	""	""	""	""	""	""	""	""	""	"  5060.2627"	"  5025.0168"	"  3878.4336"	"  4664.2071"	"  4170.45455"	"  4281.5994"	"  4545.27150"	"  4191.2128"	"4.491565e+03"	"4.767811e+03"	"  4418.99477"	"  4200.35594"	"  4248.04723"	"  4105.12500"	"  4194.88200"	"  4197.2271"	"  4440.05044"	"  4564.68353"
""	""	""	""	""	"538.0818"	""	""	""	" 190.701359"	""	""	""	""	""	""	""	""	""	""	""	"  3462.8421"	"  3253.7991"	"  2957.8581"	"  2545.3037"	"  2204.20853"	"  3011.9369"	"  3419.40000"	"  2248.4740"	"8.560818e+03"	"8.553811e+03"	"  6467.98787"	"  7092.41867"	"  6472.82911"	"  6326.82219"	"  7180.61087"	"  5807.0146"	"  5712.61165"	"  7022.47430"
""	""	""	""	""	"538.1268"	""	""	""	"  58.711429"	""	""	""	""	""	""	""	""	""	""	""	"  4012.7413"	"  5413.4934"	"  4906.1317"	"  4021.2588"	"  3951.86956"	"  4714.2811"	"  4748.60323"	"  5099.2975"	"1.874918e+03"	"1.767167e+03"	"  2600.41200"	"  2240.53595"	"  2075.27190"	"  3382.15937"	"  3116.14423"	"  2731.5155"	"  3039.09364"	"  2890.06767"
""	""	""	""	""	"538.1297"	""	""	""	" 289.821751"	""	""	""	""	""	""	""	""	""	""	""	"   915.3984"	"   978.5061"	"   927.2118"	"   508.8845"	"   699.39328"	"   576.7944"	"  1295.70240"	"   873.9010"	"8.707537e+02"	"8.798790e+02"	"   766.45059"	"   716.97803"	"   465.81982"	"   917.73360"	"   755.71725"	"   785.0438"	"   828.90829"	"   682.28017"
""	""	""	""	""	"539.0832"	""	""	""	" 190.584530"	""	""	""	""	""	""	""	""	""	""	""	"   666.7574"	"   591.5393"	"   506.0012"	"   412.0783"	"   593.69558"	"   520.5793"	"   659.58963"	"   503.0185"	"1.510874e+03"	"1.915198e+03"	"  1418.68481"	"  1301.33250"	"  1284.36000"	"  1181.41800"	"   892.16100"	"  1099.6217"	"  1328.84509"	"  1450.32229"
""	""	""	""	""	"540.0744"	""	""	""	" 190.673127"	""	""	""	""	""	""	""	""	""	""	""	"   775.8761"	"   607.5463"	"   719.4627"	"   541.9829"	"   731.51170"	"   403.1905"	"   577.79520"	"   439.9744"	"1.983073e+03"	"1.789231e+03"	"  1400.58537"	"  1001.18571"	"  1322.83729"	"  1419.66720"	"   642.43667"	"  1258.5470"	"  1099.54560"	"  1286.17256"
""	""	""	""	""	"540.1677"	""	""	""	" 270.729660"	""	""	""	""	""	""	""	""	""	""	""	"  1430.4768"	"  1495.9745"	"  1000.9333"	"   455.8615"	"   996.64242"	"   743.9280"	"  1446.67543"	"   987.9455"	"1.160341e+03"	"1.077942e+03"	"  1003.28555"	"   702.72664"	"   870.94715"	"   592.47360"	"   579.61209"	"   837.7901"	"  1007.47200"	"  1091.94553"
""	""	""	""	""	"542.0741"	""	""	""	" 250.059032"	""	""	""	""	""	""	""	""	""	""	""	"   964.8307"	"  1040.9305"	"   528.0888"	"   754.7212"	"   521.78950"	"   492.7272"	"   960.89143"	"   784.4787"	"1.247944e+03"	"9.130000e+02"	"  1410.11055"	"  1309.46188"	"   954.33423"	"  1160.92800"	"  1216.89168"	"   485.6800"	"   851.59570"	"  1306.04400"
""	""	""	""	""	"542.7361"	""	""	""	"  22.633074"	""	""	""	""	""	""	""	""	""	""	""	"   193.4300"	"   150.0429"	"   192.1339"	"   169.7893"	"   118.46756"	"   171.4572"	"   171.45718"	"   169.1178"	"5.290301e+02"	"5.759545e+02"	"   448.60032"	"   555.56055"	"   438.88600"	"   383.32950"	"   456.99677"	"   488.2958"	"   415.07304"	"   411.99588"
""	""	""	""	""	"543.0804"	""	""	""	" 294.873328"	""	""	""	""	""	""	""	""	""	""	""	"   640.0092"	"   741.5928"	"   266.4505"	"   623.1114"	"   426.59766"	"   468.1343"	"   727.91520"	"   545.0137"	"6.011472e+02"	"4.467797e+02"	"   440.15030"	"   516.00185"	"   582.37830"	"   497.18320"	"   547.17969"	"   303.6505"	"   508.40640"	"   518.21391"
""	""	""	""	""	"543.2059"	""	""	""	" 371.527448"	""	""	""	""	""	""	""	""	""	""	""	" 22505.7181"	" 19284.6103"	" 16281.8898"	" 16110.6126"	" 13639.41466"	" 16315.6976"	" 18197.75212"	" 15644.5096"	"2.022084e+04"	"1.943240e+04"	" 16169.26034"	" 15792.22572"	" 17394.64914"	" 13958.35603"	" 16943.71886"	" 15412.9422"	" 18813.53793"	" 24222.88967"
""	""	""	""	""	"543.2058"	""	""	""	" 362.006406"	""	""	""	""	""	""	""	""	""	""	""	"  7595.1210"	"  7484.4770"	"  5073.3365"	"  5145.4646"	"  6628.93769"	"  6133.9782"	"  6597.48524"	"  6279.6864"	"6.588881e+03"	"8.984242e+03"	"  7117.71666"	"  6162.20267"	"  6823.45440"	"  5298.46980"	"  5458.08947"	"  4989.2708"	"  7004.11465"	"  6706.15747"
""	""	""	""	""	"543.7210"	""	""	""	"  26.144278"	""	""	""	""	""	""	""	""	""	""	""	"  5502.5413"	"  7220.9111"	"  5837.9121"	"  7071.8491"	"  5781.21923"	"  4681.1469"	"  6438.41362"	"  5830.8709"	"6.161252e+03"	"5.483777e+03"	"  5194.70786"	"  8070.45120"	"  6166.24565"	"  5892.25905"	"  4988.89429"	"  5031.0766"	"  6141.67771"	"  5273.02040"
""	""	""	""	""	"544.2097"	""	""	""	" 371.527448"	""	""	""	""	""	""	""	""	""	""	""	"  7687.2366"	"  5196.8095"	"  4109.8533"	"  4520.2475"	"  3813.71520"	"  4716.1443"	"  5112.10641"	"  4700.4649"	"5.631292e+03"	"5.299231e+03"	"  4869.22560"	"  4253.61279"	"  5208.81983"	"  4264.02562"	"  4478.15443"	"  4973.2804"	"  5378.63280"	"  4278.30236"
""	""	""	""	""	"544.4555"	""	""	""	"1015.794233"	""	""	""	""	""	""	""	""	""	""	""	"  3676.3667"	"  5453.8154"	"  6553.8587"	"  7014.3400"	"  6634.97040"	"  5947.7317"	"  5182.51453"	"  4516.3471"	"2.450190e+03"	"4.583915e+03"	"  6081.19440"	"  6868.55747"	"  6463.37829"	"  4573.65600"	"  4789.94585"	"  3896.2813"	"  3700.50882"	"  4578.46278"
""	""	""	""	""	"545.1981"	""	""	""	" 276.645738"	""	""	""	""	""	""	""	""	""	""	""	"  2999.8079"	"  1734.0657"	"  1019.9563"	"  1365.7570"	"  1231.42306"	"  1309.3407"	"  1278.63110"	"  1441.1520"	"4.378742e+03"	"2.861187e+03"	"  3142.26338"	"  2401.43275"	"  2181.25511"	"  2214.95146"	"  2708.68576"	"  2415.0354"	"  1931.87760"	"  1957.23120"
""	""	""	""	""	"545.7194"	""	""	""	"  26.121615"	""	""	""	""	""	""	""	""	""	""	""	"  2564.7522"	"  3343.2060"	"  2714.5845"	"  3022.5972"	"  2571.46426"	"  2217.9224"	"  2659.37732"	"  2974.8323"	"2.872922e+03"	"2.431622e+03"	"  2707.41723"	"  3909.32568"	"  3061.22040"	"  3385.57576"	"  2253.98583"	"  2632.0822"	"  2726.31346"	"  2519.42600"
""	""	""	""	""	"546.1688"	""	""	""	"  59.805971"	""	""	""	""	""	""	""	""	""	""	""	"  1957.7453"	"  1266.5139"	"  1113.2956"	"  1528.4647"	"   414.63217"	"  1410.9960"	"  1742.25648"	"  1040.3185"	"3.256067e+03"	"2.343073e+03"	"  2286.94796"	"  2309.56779"	"  2234.59277"	"   955.03351"	"  1698.88356"	"   958.6706"	"  1181.49108"	"   386.35222"
""	""	""	""	""	"547.1439"	""	""	""	" 285.846587"	""	""	""	""	""	""	""	""	""	""	""	" 13060.7736"	"  9598.5552"	"  7760.0172"	"  7818.7904"	"  7100.58729"	"  8232.5305"	"  7598.07360"	"  6496.3460"	"1.702012e+04"	"1.532827e+04"	" 13605.05172"	" 11566.55500"	" 12839.49333"	" 11321.22329"	" 12046.70948"	" 12988.2716"	" 12193.20744"	" 12313.58058"
""	""	""	""	""	"547.1452"	""	""	""	" 358.168366"	""	""	""	""	""	""	""	""	""	""	""	"  1921.0720"	"  1370.9768"	"   727.9152"	"   988.5990"	"   699.98963"	"  1381.6861"	"  1221.30960"	"   552.2026"	"2.146455e+03"	"2.058469e+03"	"   762.94320"	"   646.47375"	"  1103.88240"	"  1069.95647"	"  1623.89667"	"  2164.5590"	"  1266.04262"	"  1745.72880"
""	""	""	""	""	"547.2729"	""	""	""	" 311.550613"	""	""	""	""	""	""	""	""	""	""	""	"  1356.8407"	"  2454.1622"	"  1167.9931"	"  1425.5949"	"  1375.18542"	"  1006.8969"	"  1496.38794"	"  1338.8169"	"1.264314e+03"	"1.466360e+03"	"   597.64292"	"  1658.99280"	"   838.00320"	"  1278.90738"	"  1183.61280"	"   962.0113"	"  1835.59444"	"   765.52129"
""	""	""	""	""	"548.0371"	""	""	""	" 190.640188"	""	""	""	""	""	""	""	""	""	""	""	"  1043.3667"	"   686.9474"	"   887.6298"	"   840.2206"	"   574.26548"	"  1065.1050"	"  1005.28004"	"   619.4952"	"2.945354e+03"	"2.317050e+03"	"  2153.38800"	"  1985.98400"	"  1991.29523"	"  1868.34085"	"  2099.60728"	"  1759.4523"	"  1838.29557"	"  2698.09605"
""	""	""	""	""	"548.1480"	""	""	""	" 285.868195"	""	""	""	""	""	""	""	""	""	""	""	"  4300.7864"	"  3004.2931"	"  2238.3012"	"  2554.2183"	"  2065.98480"	"  2509.5064"	"  2240.79120"	"  1860.4872"	"4.923851e+03"	"4.389405e+03"	"  3998.26324"	"  3544.49216"	"  3735.90164"	"  3494.62915"	"  3726.88498"	"  3512.0598"	"  3380.28850"	"  3869.98315"
""	""	""	""	""	"549.1809"	""	""	""	" 220.596591"	""	""	""	""	""	""	""	""	""	""	""	"  1137.3702"	"  1243.5135"	"   888.3094"	"   562.1755"	"   921.06960"	"   654.8568"	"  1075.49031"	"   601.8144"	"7.518142e+02"	"7.032288e+02"	"   688.28961"	"   530.58404"	"   519.41520"	"   506.81435"	"   474.30164"	"   291.3310"	"   365.89936"	"   515.48925"
""	""	""	""	""	"549.2690"	""	""	""	" 376.647992"	""	""	""	""	""	""	""	""	""	""	""	"  4538.9681"	"  4059.8979"	"  4501.7540"	"  4343.3173"	"  4271.69370"	"  3901.8372"	"  4076.11087"	"  4371.2080"	"4.266481e+03"	"4.419140e+03"	"  4257.06960"	"  4290.76320"	"  4198.36176"	"  4324.34376"	"  3939.16343"	"  4289.0952"	"  4187.18300"	"  4404.85440"
""	""	""	""	""	"550.1906"	""	""	""	"  58.515618"	""	""	""	""	""	""	""	""	""	""	""	"  1745.6087"	"  1490.4666"	"  1025.6289"	"   858.2385"	"   405.33767"	"  1436.2232"	"  1870.76434"	"  1160.1252"	"9.336160e+02"	"7.700665e+02"	"  1054.07067"	"   727.77789"	"   514.79294"	"   994.87273"	"   843.13608"	"   304.5323"	"   631.74181"	"   431.96344"
""	""	""	""	""	"550.2712"	""	""	""	" 376.687984"	""	""	""	""	""	""	""	""	""	""	""	"  1488.9351"	"  1503.4824"	"  1317.6450"	"  1451.1455"	"  1263.46392"	"  1686.8029"	"  1322.72400"	"  1538.6248"	"1.451827e+03"	"1.589604e+03"	"  1436.24367"	"  1407.93267"	"  1470.07436"	"  1436.55584"	"  1396.09620"	"  1495.9905"	"  1570.25520"	"  1569.09716"
""	""	""	""	""	"551.1517"	""	""	""	" 233.966079"	""	""	""	""	""	""	""	""	""	""	""	"  3448.7051"	"  2493.4561"	"  1811.4763"	"  2160.0600"	"  1327.72800"	"  1609.6639"	"  1755.57171"	"  1389.1611"	"4.382521e+03"	"4.369281e+03"	"  2740.52400"	"  2078.32800"	"  2084.16217"	"  1632.63840"	"  1898.44941"	"  2695.2141"	"  1408.42951"	"  1846.84500"
""	""	""	""	""	"551.6521"	""	""	""	" 233.723746"	""	""	""	""	""	""	""	""	""	""	""	"  1576.9272"	"   987.6119"	"  1078.0462"	"  1024.4856"	"   946.90113"	"  1014.5280"	"   916.20529"	"   658.2818"	"2.601641e+03"	"2.468640e+02"	"  1634.42887"	"  1032.72240"	"  1060.33274"	"  1245.92598"	"  1094.78143"	"  1921.4057"	"   886.99024"	"  1129.45009"
""	""	""	""	""	"553.2473"	""	""	""	" 331.076068"	""	""	""	""	""	""	""	""	""	""	""	" 38921.0330"	" 39939.9486"	" 24172.9237"	" 27527.4083"	" 26465.28607"	" 23616.8770"	" 33730.99727"	" 25600.1760"	"2.693532e+04"	"1.168833e+04"	" 17299.18646"	" 15758.92948"	" 16869.93501"	" 26469.97193"	" 23589.01005"	" 25773.1664"	" 23068.81040"	" 29852.52960"
""	""	""	""	""	"554.1662"	""	""	""	" 220.788512"	""	""	""	""	""	""	""	""	""	""	""	"  1419.5888"	"  1973.7255"	"  2549.2210"	"  2292.1618"	"  3179.25540"	"  2782.7895"	"  3369.36000"	"  3193.3401"	"2.080464e+03"	"2.705683e+03"	"  2819.92080"	"  2946.13440"	"  2875.72935"	"  2850.01150"	"  3355.16429"	"  3240.0557"	"  3228.36018"	"  3119.86125"
""	""	""	""	""	"555.9952"	""	""	""	" 131.273259"	""	""	""	""	""	""	""	""	""	""	""	" 13953.8242"	" 12717.8169"	" 10998.9238"	"  5012.9309"	" 10358.47259"	"  5599.4760"	" 12127.37040"	" 11594.5486"	"1.130372e+04"	"1.100565e+04"	"  5296.95833"	" 11544.89903"	" 10921.99204"	" 10896.54974"	" 11650.91545"	" 11273.9687"	" 12060.89343"	" 10675.02663"
""	""	""	""	""	"557.0954"	""	""	""	" 338.935737"	""	""	""	""	""	""	""	""	""	""	""	"  3537.7710"	"  2879.7646"	"  2463.1320"	"  2762.2080"	"  2324.19197"	"  2610.9493"	"  3220.77414"	"  1934.5464"	"2.922107e+03"	"2.173171e+03"	"  2129.61033"	"  2609.94055"	"  2484.76257"	"  3337.66800"	"  3302.64000"	"  2966.7044"	"  3151.32789"	"  2377.40273"
""	""	""	""	""	"557.1842"	""	""	""	" 352.950106"	""	""	""	""	""	""	""	""	""	""	""	"  1330.3968"	"   669.2016"	"   545.3543"	"  1057.0101"	"   783.56512"	"   516.4128"	"   809.44017"	"   738.7059"	"1.192369e+03"	"1.186670e+03"	"   985.24736"	"  1093.45529"	"  1086.20160"	"   991.38167"	"   876.48845"	"  1119.1534"	"   957.85173"	"   970.77600"
""	""	""	""	""	"559.2012"	""	""	""	" 297.665952"	""	""	""	""	""	""	""	""	""	""	""	"  5786.8255"	"  4590.0185"	"  4577.7964"	"  4121.1762"	"  3142.29462"	"  3652.9679"	"  4743.79200"	"  3966.0315"	"7.884893e+03"	"6.504100e+03"	"  5806.05300"	"  5552.48443"	"  6275.85200"	"  4957.29600"	"  5437.04400"	"  4947.9394"	"  5352.38813"	"  4562.27751"
""	""	""	""	""	"559.2017"	""	""	""	" 379.651277"	""	""	""	""	""	""	""	""	""	""	""	"  4881.5604"	"  4394.1792"	"  3096.0222"	"  3316.2680"	"  3249.93120"	"  3371.4315"	"  4154.58490"	"  3627.2827"	"4.199303e+03"	"4.743423e+03"	"  3759.92244"	"  3479.94864"	"  4093.23286"	"  3421.22659"	"  3077.62408"	"  3268.2792"	"  4047.62238"	"  3630.04642"
""	""	""	""	""	"559.2009"	""	""	""	" 319.379075"	""	""	""	""	""	""	""	""	""	""	""	"  3315.4654"	"  3451.4256"	"  2177.2694"	"  2130.9980"	"  2233.85370"	"  2646.7824"	"  2780.00967"	"  2402.7244"	"3.263208e+03"	"2.980181e+03"	"  1219.58212"	"  1666.82337"	"  2358.52092"	"  2479.92327"	"  2702.33792"	"  1995.0775"	"  2910.52772"	"  2714.50159"
""	""	""	""	""	"560.2041"	""	""	""	" 297.702748"	""	""	""	""	""	""	""	""	""	""	""	"  1434.9129"	"  1526.4480"	"  1394.2147"	"  1366.5280"	"  1157.92560"	"  1445.6144"	"  1436.25562"	"  1202.1844"	"1.920869e+03"	"2.087002e+03"	"  1270.59450"	"  1359.53114"	"  1965.38488"	"  1001.87588"	"  1669.76184"	"  1355.4168"	"  1570.13076"	"   671.76970"
""	""	""	""	""	"565.1869"	""	""	""	" 371.313444"	""	""	""	""	""	""	""	""	""	""	""	" 15159.5859"	" 13483.7270"	"  9964.0185"	" 10612.4741"	"  9627.02880"	" 10640.1720"	" 12521.34240"	" 11398.8181"	"1.446348e+04"	"1.401687e+04"	" 12086.32800"	" 10692.11973"	" 12804.36207"	" 10237.74340"	" 11940.09714"	" 13689.7524"	" 12913.53620"	" 11632.61769"
""	""	""	""	""	"566.1903"	""	""	""	" 371.394442"	""	""	""	""	""	""	""	""	""	""	""	"  4365.1028"	"  3590.9981"	"  1999.8232"	"  3120.3543"	"  2674.29304"	"  3134.1720"	"  4043.56560"	"  3276.5162"	"4.168164e+03"	"4.202026e+03"	"  3512.14080"	"  3154.02125"	"  3349.45658"	"  3001.39920"	"  3063.49239"	"  3354.6847"	"  3870.92443"	"  2645.90114"
""	""	""	""	""	"569.2552"	""	""	""	" 311.676238"	""	""	""	""	""	""	""	""	""	""	""	"  1854.4823"	"  3400.6336"	"  1441.7065"	"  1625.4384"	"  2027.44714"	"  1415.4648"	"  2036.12725"	"  1739.0568"	"1.890184e+03"	"1.470720e+03"	"   919.14671"	"  2273.48400"	"  1235.32080"	"  1749.81379"	"  1507.41515"	"   877.5888"	"  2289.65134"	"   970.86330"
""	""	""	""	""	"570.0102"	""	""	""	" 196.405447"	""	""	""	""	""	""	""	""	""	""	""	"  1399.8905"	"  1414.2246"	"  1013.6226"	"   946.2859"	"   907.05096"	"   834.0000"	"  1184.28000"	"   761.4056"	"1.015888e+03"	"9.138798e+02"	"   673.14107"	"  1055.01567"	"  1093.15440"	"   743.78546"	"  1243.50610"	"   910.4688"	"  1263.87443"	"   794.35451"
""	""	""	""	""	"571.1864"	""	""	""	" 234.959396"	""	""	""	""	""	""	""	""	""	""	""	"  6604.6128"	"  5592.9636"	"  2470.1595"	"  3744.3539"	"  2979.30314"	"   515.1813"	"  1152.79200"	"  1117.8692"	"4.397169e+03"	"4.285092e+03"	"  2686.68400"	"  2341.86235"	"  2306.71653"	"   584.04231"	"   529.75680"	"   911.9217"	"   721.44802"	"   943.98072"
""	""	""	""	""	"571.2503"	""	""	""	" 376.605591"	""	""	""	""	""	""	""	""	""	""	""	"  3672.2113"	"  3350.6353"	"  3388.2592"	"  3183.8784"	"  2679.19346"	"  3226.0283"	"  3205.17804"	"  2971.3759"	"3.309292e+03"	"3.186805e+03"	"  3201.55920"	"  3278.98935"	"  3320.73360"	"  3252.76834"	"  3180.01815"	"  3088.1352"	"  3245.20511"	"  3085.00714"
""	""	""	""	""	"572.1880"	""	""	""	" 234.959396"	""	""	""	""	""	""	""	""	""	""	""	"  1787.7624"	"  1416.3746"	"   696.5568"	"   671.4505"	"   716.57280"	"   335.3685"	"   333.96893"	"   346.0530"	"1.381109e+03"	"1.033159e+03"	"   679.78274"	"   682.48467"	"   744.52472"	"   279.94633"	"   246.48113"	"   389.7616"	"   252.27720"	"   379.34110"
""	""	""	""	""	"572.2540"	""	""	""	" 376.652202"	""	""	""	""	""	""	""	""	""	""	""	"  1538.5370"	"  1371.9676"	"   789.3187"	"  1212.3024"	"  1033.30214"	"  1304.5994"	"  1137.83175"	"   991.3484"	"1.059514e+03"	"1.171053e+03"	"  1286.69520"	"  1220.30880"	"  1208.05250"	"  1130.44512"	"   994.03814"	"  1020.1488"	"  1130.15723"	"  1145.81786"
""	""	""	""	""	"573.4332"	""	""	""	" 980.695857"	""	""	""	""	""	""	""	""	""	""	""	"  6467.0737"	"  4563.9097"	"  3668.4440"	"  3735.6409"	"  3241.17818"	"  3781.2230"	"  4198.68960"	"  4500.0227"	"8.937929e+03"	"1.362818e+04"	"  8045.02644"	"  4818.51840"	"  4494.98533"	"  4349.70193"	"  7436.10881"	"  6036.9339"	"  6363.45186"	"  4396.81552"
""	""	""	""	""	"575.1763"	""	""	""	" 323.420180"	""	""	""	""	""	""	""	""	""	""	""	" 19221.3600"	"  8791.5762"	"  7199.7552"	"  8585.8632"	"  5548.00112"	"  7699.7599"	"  8980.41000"	"  5101.3725"	"5.338366e+04"	"5.323407e+04"	" 36577.60007"	" 32045.28240"	" 31669.42819"	" 20441.41406"	" 30720.82310"	" 33807.6912"	" 21739.50344"	" 29426.24370"
""	""	""	""	""	"576.1799"	""	""	""	" 323.403924"	""	""	""	""	""	""	""	""	""	""	""	"  5925.9107"	"  2309.8590"	"  2606.6423"	"  2849.4240"	"  1799.77200"	"  2643.4464"	"  2541.74625"	"  1695.3678"	"1.651606e+04"	"1.688783e+04"	" 11230.53888"	"  9691.41035"	"  8491.00795"	"  6318.71760"	"  9557.54170"	" 10705.3371"	"  7397.86307"	"  9321.11417"
""	""	""	""	""	"577.1813"	""	""	""	" 323.397939"	""	""	""	""	""	""	""	""	""	""	""	"  1369.7564"	"   658.6054"	"   986.9501"	"   525.9900"	"   771.15709"	"  1014.3947"	"   794.80993"	"   883.6342"	"3.726660e+03"	"4.377414e+03"	"  2889.76148"	"  2334.19920"	"  2152.72080"	"  1630.94019"	"  2235.66535"	"  2635.6375"	"  1385.96612"	"  1694.61939"
""	""	""	""	""	"579.1697"	""	""	""	" 287.361375"	""	""	""	""	""	""	""	""	""	""	""	" 65464.3533"	" 43338.7669"	" 35934.5740"	" 45329.2951"	" 33694.93440"	" 47065.6853"	" 42796.72504"	" 34577.9416"	"1.032788e+05"	"9.879780e+04"	" 63058.54238"	" 41542.83467"	" 52569.10221"	" 47352.33649"	" 72882.59280"	" 94441.1592"	" 45283.54509"	" 58741.68240"
""	""	""	""	""	"579.2924"	""	""	""	" 735.577603"	""	""	""	""	""	""	""	""	""	""	""	"  3799.0368"	"  3444.5549"	"  3671.8560"	"  3396.7922"	"  3208.20412"	"  3381.4136"	"  3600.27000"	"  3757.2110"	"3.331292e+03"	"3.426739e+03"	"  3228.60441"	"  3586.25727"	"  3234.11669"	"  3397.83716"	"  3414.26250"	"  3487.1673"	"  3539.31223"	"  3429.87019"
""	""	""	""	""	"580.1732"	""	""	""	" 287.366834"	""	""	""	""	""	""	""	""	""	""	""	" 20803.0137"	" 12994.3891"	" 11067.0816"	" 14470.3171"	"  9841.86720"	" 13895.5577"	" 12860.91013"	"  9856.2120"	"3.310080e+04"	"3.040092e+04"	" 19192.15469"	" 13191.84533"	" 15331.04077"	" 13765.67040"	" 21961.88880"	" 27637.7592"	" 14277.24514"	" 18288.32163"
""	""	""	""	""	"581.1819"	""	""	""	" 379.597093"	""	""	""	""	""	""	""	""	""	""	""	"  3583.3276"	"  2934.6792"	"  2449.2912"	"  2610.1795"	"  2150.71920"	"  2502.2143"	"  2850.12372"	"  2672.8393"	"3.476374e+03"	"3.309646e+03"	"  2804.81540"	"  2285.21777"	"  2855.28240"	"  2309.46873"	"  2168.84628"	"  2572.0650"	"  3271.28160"	"  2514.13765"
""	""	""	""	""	"581.3649"	""	""	""	" 711.254884"	""	""	""	""	""	""	""	""	""	""	""	"  4981.5821"	"  5229.2240"	"  4888.3742"	"  4809.7370"	"  4473.27948"	"  4690.9036"	"  4514.94240"	"  4896.8163"	"4.992506e+03"	"5.210939e+03"	"  4902.70162"	"  4542.35071"	"  4685.62362"	"  4501.02494"	"  4679.81359"	"  4280.2740"	"  4993.32167"	"  4611.01920"
""	""	""	""	""	"583.0027"	""	""	""	" 163.365225"	""	""	""	""	""	""	""	""	""	""	""	"  1831.2333"	"  1258.0763"	"  1075.7933"	"  1477.1808"	"  1226.71614"	"  1252.4752"	"  1810.41881"	"  1044.5016"	"2.374389e+03"	"2.978309e+03"	"  2638.44240"	"  3207.20400"	"  2788.83350"	"  2839.06643"	"  2870.79399"	"  2692.1032"	"  2729.66861"	"  2601.26533"
""	""	""	""	""	"583.2920"	""	""	""	" 226.030882"	""	""	""	""	""	""	""	""	""	""	""	"  4285.7091"	"  2705.1202"	"  1305.4344"	"  1133.4595"	"  2372.12053"	"  1143.0604"	"  2448.89925"	"  1607.7295"	"3.421657e+03"	"1.399408e+03"	"  1234.14493"	"   645.74400"	"   879.35220"	"  1151.39164"	"   921.06960"	"  2216.9818"	"  1800.15760"	"  3316.63387"
""	""	""	""	""	"584.0548"	""	""	""	" 338.901305"	""	""	""	""	""	""	""	""	""	""	""	"   746.6617"	"   798.8539"	"   755.6040"	"   647.9240"	"   686.27691"	"   649.5192"	"   705.67435"	"   346.3391"	"7.770542e+02"	"4.487622e+02"	"   503.34204"	"   620.55474"	"   496.56686"	"   893.79477"	"   881.37120"	"   779.4064"	"   921.98547"	"   655.19040"
""	""	""	""	""	"584.1237"	""	""	""	"  37.252461"	""	""	""	""	""	""	""	""	""	""	""	"  1032.5072"	"   723.4957"	"   643.2634"	"   876.1461"	"   689.99456"	"   679.8157"	"   802.61612"	"   711.6920"	"6.781412e+02"	"1.020156e+03"	"   656.33081"	"   860.38299"	"   582.94988"	"   680.78235"	"   891.02375"	"   915.4258"	"   887.07922"	"  1174.40314"
""	""	""	""	""	"584.1905"	""	""	""	" 231.685232"	""	""	""	""	""	""	""	""	""	""	""	"  1592.4876"	"   955.4304"	"   744.6909"	"   530.0904"	"   763.27680"	"   891.3830"	"  1131.31898"	"  1047.0359"	"1.226314e+03"	"1.608286e+03"	"  1095.20880"	"   615.42281"	"   827.69736"	"  1072.40344"	"  1286.36160"	"  1715.3712"	"   932.59309"	"  1101.88080"
""	""	""	""	""	"584.2931"	""	""	""	" 226.016336"	""	""	""	""	""	""	""	""	""	""	""	"  1098.2112"	"   490.1885"	"   317.9208"	"   258.1774"	"   669.75927"	"   345.3889"	"   521.75040"	"   373.1139"	"8.106787e+02"	"4.777152e+02"	"   311.34210"	"   200.60178"	"   290.27945"	"   317.06250"	"   253.53600"	"   501.8347"	"   473.12988"	"   561.69820"
""	""	""	""	""	"584.6952"	""	""	""	" 231.685232"	""	""	""	""	""	""	""	""	""	""	""	"   698.7953"	"   498.1928"	"   372.2461"	"   444.2825"	"   432.67920"	"   540.8540"	"   534.85380"	"   440.2294"	"7.709496e+02"	"7.937486e+02"	"   426.79246"	"   348.55500"	"   471.97869"	"   623.37380"	"   818.77757"	"   826.3272"	"   728.11662"	"   602.04955"
